restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,,City
Mezbaan Chicken Biryani,4.1,200,19,0,1,0,0,0,0,,Nagpur
Mezbaan Mughali Point,3.5,50,41,0,1,1,0,0,0,,Nagpur
Mezbaan Restaurant,3.9,150,24,0,1,1,0,0,0,,Nagpur
Mezban,4,200,33,0,1,0,0,1,0,,Nagpur
Mezban - A Multi Cuisine Restaurant,3.8,100,30,0,1,0,1,1,0,,Nagpur
Mezban Biryani And Rolls,4.2,50,29,0,1,0,0,1,0,,Nagpur
Mezban Biryani House,3.6,100,25,0,1,0,0,1,0,,Nagpur
Mezmiz Goa,4.3,400,45,0,0,0,0,0,0,,Nagpur
Mezze,4.2,200,58,0,0,1,0,0,0,,Nagpur
Mezze Bar,4,300,41,0,0,0,0,0,0,,Nagpur
MFC - Mister Fried Chicken,4.4,350,27,0,0,1,0,0,0,,Nagpur
MFC Restaurant Champaran Meat House,4.1,150,21,0,0,0,0,0,0,,Nagpur
MG Gupta Chatwala,3.8,50,35,0,0,0,1,0,0,,Nagpur
MGB Restaurant,3.4,150,30,0,1,0,0,0,0,,Nagpur
MGB Restaurant,4,100,28,0,1,0,1,1,0,,Nagpur
MGK'S Robot Restaurant,3.6,200,25,0,1,0,0,1,0,,Nagpur
MGM Bakery,4.4,200,45,0,0,1,0,0,1,,Nagpur
MH 10 Cakes Studio,3.5,50,12,0,0,0,0,0,1,,Nagpur
MH 12 Pav Bhaji,4.1,150,25,0,1,0,1,0,0,,Nagpur
MH 12 Pav Bhaji,4.3,100,25,0,0,0,1,0,0,,Nagpur
MH 13 Tea & Snacks - Veg & Non Veg,3.9,100,15,0,1,0,1,1,0,,Nagpur
MH 15 Family Restaurant,3.8,250,42,0,1,1,1,0,0,,Nagpur
MH Biriyani,3.4,150,35,1,0,0,0,1,0,,Nagpur
MH Breakfast & Restaurant,3.9,200,47,0,1,0,1,0,0,,Nagpur
Mhow Kulfi By Lala Agre Wale,4.4,150,17,0,0,1,0,0,0,,Nagpur
Mi Casa,4.3,150,35,0,0,1,0,0,0,,Nagpur
Miami Juice World,3.8,150,39,0,0,1,0,0,0,,Nagpur
Miami Shakes & More,3.4,150,42,0,0,0,0,0,0,,Nagpur
Miami Waffles & Jawbreakers,3.5,100,37,0,0,0,0,0,0,,Nagpur
Miami Waffles & Jawbreakers,3.6,150,40,0,0,0,0,0,1,,Nagpur
Miami Waffles & Jawbreakers,3.9,150,37,0,0,0,0,0,0,,Nagpur
Miana's Croissanterie,4.5,150,37,0,0,0,0,0,1,,Nainital
Michael Ice Cream,4,100,29,0,0,0,0,0,0,,Nainital
MICHAEL SARDARJI,4.1,350,26,0,1,0,0,0,0,,Nainital
Michael's Ice Cream,3.4,100,21,0,0,0,0,0,0,,Nainital
Michael's Icecream & Burger,3.6,350,26,0,0,1,0,0,0,,Nainital
Michinga,4.1,100,42,0,0,0,0,0,0,,Nainital
Michinga,4.2,400,44,0,0,0,0,0,0,,Nainital
Mickey'z,4,400,37,0,1,1,0,0,0,,Nainital
Micro Cafe,4.4,150,26,0,0,0,0,0,0,,Nainital
Mid Flight Garden Restaurant & Cafe,4,100,31,0,1,0,0,0,0,,Nainital
New Bharat Sweets,3.7,200,23,0,0,1,0,0,0,,Patna
New Bhawani Dal Bati Churma,4.1,50,37,0,1,0,0,0,0,,Patna
New Bhawnagri Farsan,4.5,150,19,0,0,0,1,0,0,,Patna
New Big Boss Pizza,3.7,250,46,0,0,1,0,0,0,,Patna
New Bikanerwala Sweets,3.4,50,30,0,0,0,1,0,0,,Patna
New Bindaas Restaurant,3.5,200,35,1,1,1,0,0,0,,Patna
New Biryani Corner,4,100,26,0,0,1,0,1,0,,Patna
New Biryani Head Quater,3.1,200,25,0,0,0,0,1,0,,Patna
New Biryani House,3.1,100,35,0,0,0,0,1,0,,Patna
New Biryani Mahal,3.5,200,41,0,1,0,0,1,0,,Patna
New Biryani Mahal,3.6,200,32,0,1,0,0,1,0,,Patna
New Biryani Mahal Benaras,2.8,250,35,0,1,0,0,1,0,,Patna
New Biryani Mall,3.2,150,37,0,1,0,0,1,0,,Patna
New Biryani Paradise,3.7,100,23,0,1,0,0,1,0,,Patna
New Bismi Hotel,3.7,200,25,1,1,0,0,0,0,,Patna
New Bismillah Caterers,4,100,42,0,0,0,0,1,0,,Patna
New Bombay Bakery,4,100,21,0,0,0,0,0,1,,Patna
New Bombay Bhatiyara,4.1,50,22,0,0,0,0,1,0,,Patna
New Bombay Biryani,3.6,200,29,0,1,0,0,1,0,,Patna
New Bombay Biryani,3.7,150,31,0,0,0,0,1,0,,Patna
New Bombay Biryani,3.8,100,31,0,0,0,0,1,0,,Patna
New Bombay Biryani,4.1,50,33,0,0,0,0,1,0,,Patna
New Bombay Biryani,4.1,100,31,0,0,0,0,1,0,,Patna
New Bombay Chinese Food,4,200,22,0,0,0,0,0,0,,Patna
New Bombay Namkeen Bhandar,4.2,150,26,0,0,0,1,0,0,,Patna
New Bombay Sandwich Burger & Pizza,3.6,400,41,0,0,1,0,0,0,,Patna
New Bombay Shiv Sagar,3.6,150,21,1,1,0,1,0,0,,Patna
New Bombay Sweets,4.2,150,21,1,0,1,1,0,0,,Patna
New Bombay Tasty Frankie,3.8,150,28,0,0,1,0,0,0,,Patna
New Bombay Tiffanys,4.2,150,21,0,0,0,1,0,0,,Patna
New Bombay Vadapav,4.4,250,27,0,0,1,0,0,0,,Patna
New Bombe Bhajipau,3.6,100,40,1,0,1,1,0,0,,Patna
New Brijwasi Fast Food Corner,4,100,10,0,0,0,1,0,0,,Patna
New Bro And Brothers,3.4,100,24,1,0,0,1,0,0,,Patna
New Bundelkhand Family Restaurant,3.6,50,31,0,1,1,1,1,0,,Patna
New Cake Lair,3.8,150,41,0,1,0,0,0,0,,Patna
New Cake Point,3.5,200,16,0,0,0,0,0,1,,Patna
New Casino Park Restaurant,3.6,300,34,0,1,0,0,1,0,,Patna
New Chappan Bhog,4.2,100,29,0,0,0,0,0,0,,Patna
New Charlie's Food,4,250,44,0,1,1,0,0,0,,Patna
New Chaturbhuj Mistanna Bhandar,4.2,150,39,0,0,0,0,0,0,,Patna
New Chauhan Dhaba,3.6,350,23,0,1,0,0,0,0,,Patna
New Chhapan Bhog,4.4,150,14,1,0,0,0,0,0,,Patna
New Chicken Zayqa,4.1,150,21,0,0,1,0,0,0,,Patna
New China Hut,3.9,100,20,0,0,0,0,0,0,,Patna
New China Town Fast Food,4,200,43,0,0,0,0,0,0,,Patna
New Chopsticks Chinese,3.9,200,32,0,0,0,0,0,0,,Patna
New Chotey Lal Misthan Bhandar,4.5,400,29,0,0,0,1,0,0,,Patna
New Chunga Chinese Fast Food,3.7,100,37,0,0,0,0,0,0,,Patna
New Citi Dhaba,4.3,100,41,0,1,0,0,1,0,,Patna
New City Dhaba,3.6,100,32,0,1,0,0,1,0,,Patna
New Cold Fusion,4.3,100,37,0,0,1,0,0,0,,Patna
New Crazy Bites,4,150,28,1,1,1,1,0,0,,Patna
New Dada Bhai Biryani,3.3,300,20,0,1,0,0,1,0,,Patna
New Dahiya Momos And Chinese,4.1,100,32,0,0,0,0,0,0,,Patna
New Dana Pani Restaurant Since 2007,3.9,200,36,0,1,0,0,0,0,,Patna
New Datta Bhel House,3.4,100,29,0,1,1,1,0,0,,Patna
New Datta Bhel House,3.5,150,26,0,0,0,1,0,0,,Patna
New Day,3.2,150,35,0,0,1,0,0,1,,Patna
New Delhi Biryani Hut,3.5,100,22,0,1,0,0,1,0,,Patna
New Delhi Chat Bhandar,4.2,100,19,0,0,0,1,0,0,,Patna
New Delhi Chole Bhature,4.2,150,20,0,1,0,0,0,0,,Patna
New Delhi Juice & Shakes,3.8,50,35,0,0,0,0,0,0,,Patna
New Delhi Mithai Wala,4.1,50,42,0,0,0,1,0,0,,Patna
New Delhi Mithaiwala,4.1,200,42,0,0,0,1,0,0,,Patna
New Delhi Riyasat,4.1,300,28,0,1,0,0,0,0,,Patna
New Delhi Se Direct,3.6,500,40,0,1,0,0,0,0,,Patna
New Delhi Sweets,4.1,100,15,0,0,1,0,0,0,,Patna
New Delhi Sweets,4.1,250,28,0,1,0,1,0,0,,Patna
New Delhi Zaika Family Restaurant And Cateres,3.7,50,37,0,1,0,0,0,0,,Patna
New Delicious Sweets,3.9,150,27,1,1,1,1,0,0,,Patna
New Deluxe Bakery,4,100,42,0,0,0,0,0,1,,Patna
New Dhaba City Punjab,4.1,100,22,1,1,0,0,1,0,,Patna
New Diner's Paradise,4,100,25,0,1,0,0,1,0,,Patna
New Donne Biryani,3.1,200,23,0,1,0,0,1,0,,Patna
New Doon Darbar,3.9,150,32,0,1,0,0,0,0,,Patna
New Doon Food,3.6,250,35,0,0,0,0,0,1,,Patna
New Dosa Bites - RPD Cross,4.1,100,27,1,0,0,1,0,0,,Patna
New Down City Restaurant,4.1,350,40,1,1,1,0,1,0,,Patna
New Dubai Hotel,3.7,150,36,1,0,0,0,0,0,,Patna
New Durga Cafe,3.5,50,24,0,0,0,0,0,0,,Patna
New Eagle Restaurant,4,200,31,1,1,0,0,0,0,,Patna
New Eatonn Restaurant,4.2,250,36,0,1,0,1,0,0,,Patna
New Falak Restaurant,4,150,24,1,0,0,0,1,0,,Patna
New Famous Chinese,4.2,100,29,0,0,0,0,0,0,,Patna
New Firdous Non Veg And Veg Restaurant,3.7,200,26,0,1,0,0,0,0,,Patna
New Firdous Restaurant,3.7,100,25,0,1,1,0,1,0,,Patna
New Food Junction,3.6,100,23,1,1,1,1,0,0,,Patna
New Food Land,3.8,100,38,1,0,0,0,1,0,,Patna
New Food Point,3.9,100,40,0,1,0,0,0,0,,Patna
New Food Restaurant,4.1,100,35,0,1,0,0,0,0,,Patna
New Freeze Land,4,100,35,0,0,1,1,0,0,,Patna
New Freeze Land,4,200,26,0,1,1,1,0,0,,Patna
New Fresh,4.2,100,33,0,0,1,0,0,0,,Patna
New Fresh & Pure Ice Cream,4.4,250,33,0,0,0,0,0,0,,Patna
New Friends Vaishno Dhaba,4.2,150,15,0,1,0,0,0,0,,Patna
New Frontier Hotel,4.3,150,27,0,1,0,0,0,0,,Patna
New Frontier Namkeen House,3.9,100,17,0,0,1,0,0,1,,Patna
New Ganga Bhojnalaya,3.8,100,21,0,1,0,0,0,0,,Patna
New Gangour Restaurant,3.5,100,39,0,1,0,0,0,0,,Patna
New Gangour Sweets,4.3,150,14,0,0,0,0,0,0,,Patna
New Garden Pavbhaji,4.1,250,23,0,1,0,1,0,0,,Patna
New Gazala Hotel,4.1,50,23,0,1,0,0,0,0,,Patna
New Geetha Star Canteen,4.1,350,22,1,0,0,0,0,0,,Patna
New Globe Pizza,4,200,36,0,0,0,0,0,0,,Patna
New Gokul Veg Restaurant,4,100,20,1,1,0,1,0,0,,Patna
New Good Luck,3.9,150,27,0,1,0,0,0,0,,Patna
New Grace Biriyani & Fast Food,3.8,100,48,0,0,0,0,1,0,,Patna
New Green Bawarchi,4,350,50,0,1,0,0,1,0,,Patna
New Grillz Tandoori Junction,4.1,200,27,0,1,0,0,0,0,,Patna
New Gujrat Dabeli Vada Pav And Fast Food,4,100,34,0,0,1,0,0,0,,Patna
New Gulab Restaurant,4.3,100,24,0,0,0,0,0,0,,Patna
New Gunjan Sweet House,4.2,150,32,1,0,1,0,0,0,,Patna
New Gupta Petha & Sweets,4.1,100,50,0,0,0,1,0,1,,Patna
New H.S King Kulfi Dhaba,4.1,100,17,0,1,1,0,1,0,,Patna
New Haji Biriyani House Durgapur,3.9,200,27,0,0,0,0,1,0,,Patna
New Haji Biryani,3.9,200,43,0,0,0,0,1,0,,Patna
New Haji Biryani,4.2,200,32,0,1,0,0,1,0,,Patna
New Haji Kolkata Biryani House,3.8,200,37,0,0,0,0,1,0,,Patna
New Hakeem Hotel,3.6,200,29,0,1,1,0,1,0,,Patna
New Hanuman Pulao,3.7,200,29,1,0,0,0,1,0,,Patna
New Hari Om Dhaba,4,150,34,0,1,0,1,0,0,,Patna
New Harsha Tiffins,4,150,21,1,0,0,0,0,0,,Patna
New Haryana Rajasthani Hotel,3.6,100,20,0,1,0,0,1,0,,Patna
New Hazi Biriyani,4,100,33,0,1,0,0,1,0,,Patna
New Heartly Fast Food,4.2,100,42,0,0,1,1,0,0,,Patna
New Heavens Cafe,4,350,28,0,0,1,0,0,0,,Patna
New Heroes Restaurant,4.1,150,53,0,1,1,0,0,0,,Patna
New Heros,4.2,100,48,0,1,0,0,1,0,,Patna
New Highway Restaurant,4,100,30,1,1,0,0,0,0,,Patna
New Hong Kong Restaurant,3.7,150,26,0,0,0,0,0,0,,Patna
New Hot Grill Chaap,3.8,150,23,0,1,0,0,0,0,,Patna
New Hot Pot,3.4,150,45,0,1,0,0,1,0,,Patna
New Hotel Haji Basheer,4,200,27,0,0,1,1,1,0,,Patna
New Hungry Plaza,3.9,100,38,0,1,0,0,0,0,,Patna
New Hyderabad Biryani,3.9,300,40,1,1,0,0,1,0,,Patna
New Ideal Restaurant,4.2,150,45,0,1,1,0,0,0,,Patna
New India Hotel,4,100,19,0,1,0,0,0,0,,Patna
New Indian Bakery,4.1,100,28,0,0,1,0,0,1,,Patna
New Indian Chicken Express,4.3,200,37,0,0,1,0,0,0,,Patna
New Indian Coffee House,3.2,100,34,1,1,1,1,1,0,,Patna
New Indian Coffee House,3.9,150,27,1,1,0,0,0,0,,Patna
New Inn Restaurant,3.8,150,32,1,0,1,1,0,0,,Patna
New Jalandhar Sweets,4.2,200,14,0,0,0,0,0,0,,Patna
New Janaki Ram Unavagam,4.1,200,25,1,0,0,0,1,0,,Patna
New Janta Dairy,4.1,100,16,0,0,0,0,0,0,,Patna
New Janta Dhaba,4,100,41,0,1,0,0,0,0,,Patna
New Janta Icecream,4.1,100,21,0,0,0,0,0,0,,Patna
New Janta Restaurant,3.3,100,49,0,1,0,0,0,0,,Patna
New Jolly Fast Food,2.9,100,35,0,0,1,1,0,0,,Patna
New Joyguru Hotel,3.6,200,40,0,1,0,1,0,0,,Patna
New Jyoti Sweets,3.1,400,28,0,0,0,1,0,1,,Patna
New Kabab Mistri,4.2,100,31,0,1,0,0,1,0,,Patna
New Kailash Farsan & Sweet Mart,4.2,100,19,0,0,0,0,0,0,,Patna
New Kailash Sweets And Dairy,4,200,24,0,0,0,1,0,0,,Patna
New Kalika,3.6,200,46,0,1,0,0,1,0,,Patna
New Kalika South Indian Hotel,4,100,21,0,1,0,0,0,0,,Patna
New Kalyan Bhel,4.3,100,43,1,0,1,1,0,0,,Patna
New Kalyan G Corner,4.1,150,28,1,0,1,0,0,0,,Patna
New Kanna Boarding,4.1,250,21,1,0,0,0,0,0,,Patna
New Karnavati Dabeli,4,100,21,0,0,0,1,0,0,,Patna
New Karnavati Dabeli & Vadapav,4,100,23,0,0,0,1,0,0,,Patna
New Keshri Dosa Center,3.2,150,31,1,0,0,1,0,0,,Patna
New Kesri Sweets,3.8,150,20,0,1,0,1,0,0,,Patna
New Khana Khajana,3.6,350,34,0,1,0,0,1,0,,Patna
New Khurrinji Restaurant,4.1,150,28,1,0,0,0,0,0,,Patna
New Khushboo Vaishno Dhaba,3.5,100,47,0,1,0,0,0,0,,Patna
New Khushboo Vaishno Dhaba,3.5,200,47,0,1,0,0,0,0,,Patna
New Khushi Fast Food Center,4.3,150,30,0,0,0,1,0,0,,Patna
New King Safina Hotel,4.4,350,18,0,1,0,0,1,0,,Patna
New Kings Restaurant,3.6,150,29,1,1,0,0,1,0,,Patna
New Kissan Bakery,3.8,200,23,0,0,1,0,0,1,,Patna
New Kolkata Arsalan Biryani,3.7,200,21,0,0,0,0,1,0,,Patna
New Kolkata Arsalan Biryani,4.1,50,16,0,0,0,0,1,0,,Patna
New Kolkata Biryani,4,200,24,0,0,0,0,1,0,,Patna
New Kolkata Biryani,4.1,150,14,0,0,0,0,1,0,,Patna
New Kolkata Fast Food,3.6,200,30,0,0,0,0,0,0,,Patna
New Kolkata Rolls,3.8,250,29,0,0,0,0,0,0,,Patna
New Kolkata Royal Biryani,3.5,100,24,0,0,0,0,1,0,,Patna
New Kolkata Royal Biryani,3.7,100,23,0,0,0,0,1,0,,Patna
New Krishan Chat Shop,3.7,200,27,0,1,1,1,0,0,,Patna
New Krishna Bhojnalay,4.1,150,24,0,1,0,0,0,0,,Patna
New Krishna Confectionery,4,200,19,0,0,0,0,0,1,,Patna
New Krishna Sagar,3.7,400,50,1,1,0,0,0,0,,Patna
New Kundan Dhaba,3.6,100,16,0,1,0,0,0,0,,Patna
New Kushwaha Sweet House,3.9,350,27,0,0,0,1,0,0,,Patna
New Labong Cafe And Steakhouse,4.1,100,58,0,0,1,0,0,0,,Patna
New Lakshmi Bakers & Confectioners,3.7,150,29,0,0,0,1,0,0,,Patna
New Lassi Corner Cafe,3.9,300,16,0,0,1,0,0,0,,Patna
New Lazzat Biryani,3.5,350,27,0,0,0,0,1,0,,Patna
New Little Hut Family Restaurant,3.9,100,30,0,1,1,1,0,0,,Patna
New Lucknow Kitchen,4.1,150,38,1,1,1,0,0,0,,Patna
New Lucky Dhaba,3.2,100,29,0,1,0,0,1,0,,Patna
New Lucky Namkeen,4,150,36,0,0,1,1,0,0,,Patna
New Lucky Restaurant,4.1,100,30,1,1,1,0,0,0,,Patna
New Maa Durga Sweets and Dairy,4.2,150,21,0,0,0,1,0,0,,Patna
New Madhav Lassi Parlour,3.7,200,15,0,0,0,0,0,0,,Patna
New Madras Bilal Hotel,4.1,150,18,1,1,0,0,0,0,,Patna
New Madras Cafe,4,200,37,1,0,0,0,0,0,,Patna
New Madras Restaurant,3.8,100,33,1,0,0,0,0,0,,Patna
New Madras Tiffin,4.4,100,29,1,0,0,1,0,0,,Patna
New Madrasi Restaurant,3.6,300,30,1,0,0,0,0,0,,Patna
New Maharaj,4.6,200,50,0,0,1,1,0,0,,Patna
New Manbhavan Sweets,3.4,40,43,0,0,0,0,0,0,,Patna
New Mangalam Sweets And Confectionery,3.7,150,33,0,0,1,0,0,0,,Patna
New Mangu Ram Vaishno Hotel,3.9,200,56,0,1,0,0,0,0,,Patna
New Mathurawasi Chat Center,4.2,300,22,0,0,0,1,0,0,,Patna
New Matsya Sagar,4.1,150,14,0,1,0,0,1,0,,Patna
New Maurya Gardens,2.6,250,35,0,1,1,0,0,0,,Patna
New Mehfil Restaurant,4.2,150,26,0,1,0,0,0,0,,Patna
New Mela Restaurant,3.7,200,29,0,1,1,0,1,0,,Patna
New Metro Restaurant,4.5,150,27,1,1,1,0,0,0,,Patna
New Milan Tawa Fry,3.4,100,39,0,1,0,0,1,0,,Patna
New Mirch Masala,3.6,150,57,0,1,0,0,0,0,,Patna
New Model Bakery,4,250,25,0,0,1,0,0,1,,Patna
New Model Restaurant,3.5,150,38,1,1,0,0,1,0,,Patna
New Modern Pizza,3.3,150,57,0,0,1,0,0,0,,Patna
New Moghal Briyani & Fast Food,4.3,100,38,0,0,0,0,0,0,,Patna
New Mogli Sweets Fast Food And Bhojanalya,4,100,33,1,1,0,1,0,0,,Patna
New Moon Light Restaurant,3.5,100,33,0,1,0,0,0,0,,Patna
New Moonshine Resorts And Restaurant,4,150,40,0,1,1,0,0,0,,Patna
New Morbiwala Sweets & Namkeen,4.3,350,33,0,0,0,1,0,0,,Patna
New Mughlai,3.8,200,28,0,1,0,0,1,0,,Patna
New Mumal Restaurant,4,100,25,0,1,0,0,1,0,,Patna
New Mummy's Kitchen,3.5,150,39,0,0,0,0,0,1,,Patna
New Munim Di Hatti,4,550,28,0,0,0,0,0,0,,Patna
New Murgan Vilas Restaurant,4.2,150,42,1,0,0,0,0,0,,Patna
New Mysore Refreshment,4.3,100,26,1,1,0,0,0,0,,Patna
New National Bakery,3.4,250,19,0,0,1,0,0,1,,Patna
New New York Pizzeria,3.4,150,34,0,0,1,0,0,0,,Patna
New New York Pizzeria,3.7,300,32,0,0,0,0,0,0,,Patna
New New York Pizzeria,4.1,200,50,0,0,1,0,0,0,,Patna
New Nilam Juice & Lassi,4.3,50,22,0,0,0,1,0,0,,Patna
New Om's Pizza,4.4,150,37,0,0,0,0,0,0,,Patna
New Pakiza Hotel,3.6,100,35,0,1,0,0,0,0,,Patna
New Pal Hotel,3.4,150,27,0,1,0,0,0,0,,Patna
New Pankaj - Sandwich & Pani Puri,4.3,150,22,0,0,1,1,0,0,,Patna
New Panna Sweets,4.3,200,41,1,1,0,1,0,0,,Patna
New Paras Bakery,3.3,100,34,0,0,1,0,0,1,,Patna
New Paridhi Restaurant,3.8,100,32,0,1,0,0,0,0,,Patna
New Parkash Icecream,4.5,100,16,0,0,0,0,0,0,,Patna
New Pathak Sweets,4.2,200,15,0,0,0,1,0,0,,Patna
New Paul Dhaba,3.8,100,31,0,1,0,0,1,0,,Patna
New Paul Dhaba Delight,4.1,150,34,0,1,0,0,1,0,,Patna
New Paul Dhaba Veggie Hub,4.1,100,32,0,1,0,0,1,0,,Patna
New Pawar Restaurant,4,150,41,0,1,0,0,0,0,,Patna
New Pindi Sweets,4.2,300,25,0,0,0,0,0,0,,Patna
New Pizza Bite,3.4,100,40,0,0,1,0,0,0,,Patna
New Pizza Cave,3.2,200,54,0,0,0,0,0,0,,Patna
New Pizza Of King,3.9,150,42,0,0,1,0,0,0,,Patna
New Pizza Star,3.8,150,34,0,0,0,0,0,0,,Patna
New Pizza Town,4.1,150,79,0,0,1,1,0,0,,Patna
New Pizza Yum,3.6,150,37,0,0,1,0,0,0,,Patna
New Poona Bakery Cafe,3.9,150,31,0,0,1,0,0,0,,Patna
New Poona Boarding House,4.5,150,35,0,0,0,0,0,0,,Patna
New Pragati Food Plaza,4.1,100,39,0,1,1,0,0,0,,Patna
New Prashanth Hotel,4.1,150,51,0,0,0,0,0,0,,Patna
New Prashanth Hotel,4.2,150,34,1,0,0,0,0,0,,Patna
New Prince Bhajipav Corner,4.1,150,32,1,0,1,0,0,0,,Patna
New Prince Chinese Food,3.5,100,38,0,0,0,0,0,0,,Patna
New Prince Snacks,3.5,100,30,0,0,1,0,0,1,,Patna
New Priyanka Juice And Fruit Centre,3.8,200,18,0,0,1,0,0,0,,Patna
New Punjab Da Dhaba,3.6,100,36,0,1,0,0,0,0,,Patna
New Punjab Dairy,4,200,34,0,0,0,1,0,1,,Patna
New Punjab Resto & Bar,3.7,50,21,0,1,1,0,0,0,,Patna
New Punjabi Angeethi,3.7,150,33,0,0,1,0,0,0,,Patna
New Punjabi Dhaba,3.8,150,47,0,1,0,0,0,0,,Patna
New Punjabi Dhaba & Restaurant,4.2,300,24,0,1,0,0,1,0,,Patna
New Punjabi Hotel,3.5,150,43,0,1,0,0,0,0,,Patna
New Punjabi Hotel,3.7,250,31,0,1,0,0,0,0,,Patna
New Punjabi Tadka,3.9,150,47,0,1,1,1,0,0,,Patna
New Punjabi Tadka,4.2,150,25,0,1,1,1,0,0,,Patna
New Raj Sweets,4.1,100,18,1,1,1,0,1,0,,Patna
New Raja Punjabi,4,150,27,0,1,0,0,0,0,,Patna
New Rajasthan Chat Bhandar,4,150,29,0,0,1,1,0,0,,Patna
New Rajasthan Kalewalaya,4,250,24,1,1,1,1,0,0,,Patna
New Rajasthan Restaurant,4.3,100,32,1,1,1,0,0,0,,Patna
New Rajdhani Hotel,3.2,150,26,0,0,1,1,0,0,,Patna
New Rajkumar Restaurant,4,50,18,0,1,1,0,0,0,,Patna
New Rambals Restaurant,3.8,50,43,0,1,0,0,0,0,,Patna
New Rana Mini Mall,3.8,200,23,0,0,0,0,0,1,,Patna
New Ranjit Hotel,4.2,100,27,1,1,0,0,0,0,,Patna
New Red Chilli,3.7,100,25,0,1,0,1,1,0,,Patna
New Red Chilli,4.1,100,23,0,1,0,1,1,0,,Patna
New Rita Kulfi,4.3,150,19,0,0,0,0,0,0,,Patna
New Roti Land Family Restaurant,3.3,250,34,0,1,0,1,0,0,,Patna
New Royal Biryani,3.8,200,40,0,1,0,0,1,0,,Patna
New Royal Biryani House,4.1,50,52,0,0,1,0,0,0,,Patna
New Saffron Multicuisine Family Restaurant,4.1,200,32,0,1,1,0,0,0,,Patna
New Sagar Fast Food,4,100,32,0,1,0,0,1,0,,Patna
New Sagar Vadapav Ghughra,4,200,18,0,0,0,1,0,0,,Patna
New Sahu Family Resturant,4.1,100,36,0,1,0,0,0,0,,Patna
New Sai Bakery and Fast Food,3.4,100,31,0,1,1,0,0,1,,Patna
New Salt & Pepper Chinese Restaurant,3.7,150,30,0,0,0,0,0,0,,Patna
New Santosh Bhojanalaya,4.3,100,19,1,1,1,0,0,0,,Patna
New Santosh Dhaba,3.6,250,32,0,1,0,0,1,0,,Patna
New Santosh Restaurant,3.6,250,19,0,1,0,0,1,0,,Patna
New Sanwariya Sandwich Center,3.4,200,39,0,0,1,0,0,0,,Patna
New Sapna Sandwich & Pizza,3.6,100,25,0,0,1,1,0,0,,Patna
New Sayantara,4.2,50,30,0,0,0,1,0,0,,Patna
New Sayantara,4.2,300,32,0,0,0,1,0,0,,Patna
New Selvi Mess,4.1,200,21,1,1,0,0,0,0,,Patna
New Seoul Hotels,4.4,200,56,0,0,0,0,0,0,,Patna
New Shahi Darbar,3.6,150,26,0,1,0,0,1,0,,Patna
New Shalimar Biryani,3.8,150,23,0,0,0,0,1,0,,Patna
New Shalimar Biryani Hotel,4,100,15,0,0,0,0,1,0,,Patna
New Shama Family Restaurant - Prince Road,3.8,200,23,0,1,0,0,1,0,,Patna
New Shanthi Sagar,3.9,400,39,1,1,0,0,1,0,,Patna
New Shanthi Sagar,4,200,30,1,1,0,1,0,0,,Patna
New Shanthi Sagar,4.2,350,27,1,1,1,1,0,0,,Patna
New Shanti Niketan Sweets,4,100,19,0,1,1,0,0,0,,Patna
New Sheetal Pure Veg Restaurant,4.2,200,26,1,1,0,1,0,0,,Patna
New Sheetal Restaurant,3.8,100,24,0,1,1,1,0,0,,Patna
New Sheetal Restaurant,4.1,50,34,0,1,0,0,0,0,,Patna
New Shilpi Hotel,4.1,150,24,0,1,0,0,0,0,,Patna
New Shimla Bakers,4,100,39,0,0,0,0,0,1,,Patna
New Shimla Biryani,4.2,150,56,0,0,0,0,1,0,,Patna
New Shiv Shankar Bhojnalaya,4.1,150,16,0,1,0,0,0,0,,Patna
New Shivam Fast Food,3.9,300,39,0,0,1,0,0,0,,Patna
New Shivshakti Ice Cream,4.2,250,21,0,0,0,0,0,0,,Patna
New Shree Ram Dal Bati And Special Churma,3.8,150,21,0,0,0,0,0,0,,Patna
New Shree Sainath Food Parlour,3.4,150,36,0,1,0,0,1,0,,Patna
New Shri Ram Bhojanalaya,3.9,100,56,0,1,0,0,1,0,,Patna
New Simla Restaurant And Caterer,3.6,150,44,0,0,0,0,1,0,,Patna
New Singh Sons,4,100,40,0,0,1,0,0,0,,Patna
New Singh's Veg Restaurant,4.1,250,55,0,1,0,0,1,0,,Patna
New Sizzler Point,3.9,200,27,0,1,0,0,1,0,,Patna
New SK Momos Chinese Corner,4,250,27,0,0,0,0,0,0,,Patna
New Smoke Barbeque,3.4,200,30,0,0,0,0,0,0,,Patna
New Sneha Fast Food,3.6,150,59,0,0,1,0,0,0,,Patna
New South Indian Cafe,4.1,50,17,1,0,1,0,0,0,,Patna
New Special Jammu Puri,3.6,150,15,1,1,0,0,1,0,,Patna
New Spicy Hut,3.5,150,43,0,0,1,0,0,0,,Patna
New Sri Vrindavan,4.1,200,23,0,0,0,0,0,0,,Patna
New Sri Vrindavan Sweets & Snacks,4.3,100,20,0,0,0,1,0,0,,Patna
New Star Bakery,4,150,13,0,0,1,0,0,1,,Patna
New Star Canteen,4,100,26,0,0,0,1,0,0,,Patna
New Sudama Restaurant,3.6,200,28,1,1,1,0,0,0,,Patna
